location,Year,Month,DSPS,surveyor_code,SURVEY_NUM,TAG_CNT,TAG_NUM,TAG_SURVEY_PERSDIVE
WELC,2018,2,2,29,50,0,118,11
WELC,2018,2,2,29,50,0,118,12
WELC,2018,2,2,29,50,2,118,13
WELC,2018,2,2,29,50,1,118,14
WELC,2018,2,2,29,50,0,118,15
WELC,2018,2,2,29,50,0,118,16
WELC,2018,2,2,29,50,0,118,17
WELC,2018,2,2,29,50,0,118,18
WELC,2018,2,2,26,50,0,118,1
WELC,2018,2,2,26,50,0,118,2
WELC,2018,2,2,26,50,0,118,3
WELC,2018,2,2,26,50,0,118,4
WELC,2018,2,2,26,50,1,118,5
WELC,2018,2,2,26,50,3,118,6
WELC,2018,2,2,26,50,0,118,7
WELC,2018,2,2,26,50,2,118,8
WELC,2018,2,2,26,50,2,118,9
WELC,2018,2,2,26,50,0,118,10
WELC,2018,2,2,26,50,0,118,11
WELC,2018,2,2,26,50,0,118,12
WELC,2018,2,2,26,50,1,118,13
WELC,2018,2,2,26,50,1,118,14
WELC,2018,2,2,26,50,2,118,15
WELC,2018,2,2,26,50,3,118,16
WELC,2018,2,2,26,50,2,118,17
WELC,2018,2,2,26,50,1,118,18
WELC,2018,2,2,26,50,0,118,19
WELC,2018,2,2,26,50,1,118,20
WELC,2018,2,2,26,50,1,118,21
WELC,2018,2,2,26,50,1,118,22
WELC,2018,2,2,26,50,0,118,23
WELC,2018,2,2,26,50,2,118,24
WELC,2018,2,2,26,50,0,118,25
WELC,2018,2,2,26,50,1,118,26
WELC,2018,2,2,26,50,0,118,27
WELC,2018,2,2,10,50,0,118,1
WELC,2018,2,2,10,50,1,118,2
WELC,2018,2,2,10,50,0,118,3
WELC,2018,2,2,10,50,0,118,4
WELC,2018,2,2,10,50,3,118,5
WELC,2018,2,2,10,50,2,118,6
WELC,2018,2,2,10,50,3,118,7
WELC,2018,2,2,10,50,0,118,8
WELC,2018,2,2,10,50,1,118,9
WELC,2018,2,2,10,50,1,118,10
WELC,2018,2,2,10,50,0,118,11
WELC,2018,2,2,10,50,0,118,12
WELC,2018,2,2,10,50,0,118,13
WELC,2018,2,2,10,50,1,118,14
WELC,2018,2,2,10,50,0,118,15
WELC,2018,2,2,10,50,0,118,16
WELC,2018,2,2,10,50,0,118,17
WELC,2018,2,2,10,50,2,118,18
WELC,2018,2,2,10,50,0,118,19
WELC,2018,2,2,10,50,0,118,20
WELC,2018,2,2,10,50,0,118,21
WELC,2018,2,2,10,50,3,118,22
WELC,2018,2,2,10,50,0,118,23
WELC,2018,2,2,10,50,1,118,24
WELC,2018,2,2,10,50,0,118,25
WELC,2018,2,2,10,50,0,118,26
WELC,2018,2,2,10,50,0,118,27
WELC,2018,2,2,10,50,1,118,28
WELC,2018,2,2,10,50,1,118,29
WELC,2018,2,2,10,50,0,118,30
WELC,2018,2,2,10,50,0,118,31
WELC,2018,2,2,10,50,1,118,32
WELC,2018,2,2,10,50,0,118,33
WELC,2018,2,2,10,50,1,118,34
WELC,2018,2,2,22,50,1,118,1
WELC,2018,2,2,22,50,0,118,2
WELC,2018,2,2,22,50,1,118,3
WELC,2018,2,2,22,50,1,118,4
WELC,2018,2,2,22,50,0,118,5
WELC,2018,2,2,22,50,0,118,6
WELC,2018,2,2,22,50,1,118,7
WELC,2018,2,2,22,50,2,118,8
WELC,2018,2,2,22,50,0,118,9
WELC,2018,2,2,22,50,0,118,10
WELC,2018,2,2,22,50,0,118,11
WELC,2018,2,2,22,50,0,118,12
WELC,2018,2,2,22,50,0,118,13
WELC,2018,2,2,22,50,0,118,14
WELC,2018,2,2,22,50,0,118,15
WELC,2018,2,2,22,50,0,118,16
WELC,2018,2,2,22,50,0,118,17
WELC,2018,2,2,22,50,0,118,18
WELC,2018,2,2,22,50,1,118,19
WELC,2018,2,2,22,50,0,118,20
WELC,2018,2,2,22,50,0,118,21
WELC,2018,2,2,22,50,0,118,22
WELC,2018,2,2,22,50,2,118,23
WELC,2018,2,2,22,50,1,118,24
WELC,2018,2,2,22,50,2,118,25
WELC,2018,2,2,22,50,0,118,26
WELC,2018,2,2,22,50,2,118,27
WELC,2018,2,2,22,50,0,118,28
WELC,2018,2,2,22,50,1,118,29
WELC,2018,2,2,22,50,1,118,30
WELC,2018,2,2,22,50,1,118,31
WELC,2018,2,2,22,50,0,118,32
WELC,2018,2,2,22,50,1,118,33
WELC,2018,2,2,22,50,0,118,34
WELC,2018,2,2,22,50,0,118,35
WELC,2018,2,2,5,50,0,118,1
WELC,2018,2,2,5,50,0,118,2
WELC,2018,2,2,5,50,1,118,3
WELC,2018,2,2,5,50,0,118,4
WELC,2018,2,2,5,50,1,118,5
WELC,2018,2,2,5,50,1,118,6
WELC,2018,2,2,5,50,0,118,7
WELC,2018,2,2,5,50,1,118,8
WELC,2018,2,2,5,50,2,118,9
WELC,2018,2,2,5,50,2,118,10
WELC,2018,2,2,5,50,2,118,11
WELC,2018,2,2,5,50,1,118,12
WELC,2018,2,2,5,50,1,118,13
WELC,2018,2,2,5,50,0,118,14
WELC,2018,2,2,5,50,0,118,15
WELC,2018,2,2,5,50,0,118,16
WELC,2018,2,2,5,50,0,118,17
WELC,2018,2,2,5,50,1,118,18
WELC,2018,2,2,5,50,1,118,19
WELC,2018,2,2,5,50,0,118,20
WELC,2018,2,2,5,50,0,118,21
WELC,2018,2,2,5,50,1,118,22
WELC,2018,2,2,5,50,0,118,23
WELC,2018,2,2,5,50,2,118,24
WELC,2018,2,2,5,50,1,118,25
WELC,2018,2,2,5,50,1,118,26
WELC,2018,2,2,5,50,0,118,27
WELC,2018,2,2,5,50,0,118,28
WELC,2018,2,2,5,50,0,118,29
WELC,2018,2,2,5,50,1,118,30
WELC,2018,2,2,5,50,3,118,31
WELC,2018,2,2,5,50,0,118,32
WELC,2018,2,2,5,50,2,118,33
WELC,2018,2,2,5,50,2,118,34
WELC,2018,2,2,5,50,2,118,35
WELC,2018,2,3,10,50,0,118,1
WELC,2018,2,3,10,50,1,118,2
WELC,2018,2,3,10,50,1,118,3
WELC,2018,2,3,43,50,2,118,1
WELC,2018,2,3,43,50,1,118,2
WELC,2018,2,3,22,50,2,118,1
WELC,2018,2,3,22,50,0,118,2
WELC,2017,2,-2,10,50,1,102,
WELC,2017,2,-2,10,50,1,102,
WELC,2017,2,-2,10,50,1,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,26,10,0,102,
WELC,2017,2,-2,26,20,1,102,
WELC,2017,2,-2,26,50,3,102,
WELC,2017,2,-2,26,50,1,102,
WELC,2017,2,-2,26,20,0,102,
WELC,2017,2,-2,26,25,0,102,
WELC,2017,2,-2,36,50,1,102,
WELC,2017,2,-2,36,50,0,102,
WELC,2017,2,-2,36,50,0,102,
WELC,2017,2,-2,36,50,0,102,
WELC,2017,2,-2,13,50,1,102,
WELC,2017,2,-2,13,50,1,102,
WELC,2017,2,-2,13,50,0,102,
WELC,2017,2,-2,13,50,1,102,
WELC,2017,2,-2,13,50,0,102,
WELC,2017,2,-2,13,50,1,102,
WELC,2017,2,-2,13,50,1,102,
WELC,2017,2,-2,1,50,1,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,1,102,
WELC,2017,2,-2,1,50,1,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,1,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,34,50,1,102,
WELC,2017,2,-2,34,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,1,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,1,102,
WELC,2017,2,-2,10,50,1,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,1,102,
WELC,2017,2,-2,10,50,1,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,50,0,102,
WELC,2017,2,-2,10,40,0,102,
WELC,2017,2,-2,1,50,1,102,
WELC,2017,2,-2,1,50,2,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,1,102,
WELC,2017,2,-2,1,50,2,102,
WELC,2017,2,-2,1,50,1,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,2,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,1,50,0,102,
WELC,2017,2,-2,5,50,0,102,
WELC,2017,2,-2,5,50,0,102,
WELC,2017,2,-2,5,50,0,102,
WELC,2017,2,-2,5,50,0,102,
WELC,2017,2,-2,5,50,0,102,
WELC,2017,2,-2,5,50,2,102,
WELC,2017,2,-2,5,50,0,102,
WELC,2017,2,-2,5,50,0,102,
WELC,2017,2,-2,5,50,0,102,
WELC,2017,2,-2,5,50,0,102,
WELC,2017,2,-2,5,50,1,102,
WELC,2017,2,-2,5,50,0,102,
WELC,2017,2,-2,3,50,0,102,
WELC,2017,2,-2,3,50,1,102,
WELC,2017,2,-2,3,50,0,102,
WELC,2017,2,-2,3,50,0,102,
WELC,2017,2,-2,3,50,0,102,
WELC,2017,2,-2,3,50,1,102,
WELC,2017,2,-2,3,50,0,102,
WELC,2017,2,-2,3,50,0,102,
WELC,2017,2,-2,3,50,1,102,
WELC,2017,2,-2,3,50,1,102,
WELC,2017,2,-1,10,50,1,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,1,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,3,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,1,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,1,102,
WELC,2017,2,-1,1,50,1,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,1,102,
WELC,2017,2,-1,1,50,1,102,
WELC,2017,2,-1,1,50,1,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,1,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,22,50,1,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,22,50,1,102,
WELC,2017,2,-1,22,50,2,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,22,50,1,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,22,50,1,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,22,50,1,102,
WELC,2017,2,-1,22,50,0,102,
WELC,2017,2,-1,3,50,2,102,
WELC,2017,2,-1,3,50,1,102,
WELC,2017,2,-1,3,50,1,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,1,102,
WELC,2017,2,-1,3,50,1,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,2,102,
WELC,2017,2,-1,1,50,1,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,1,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,1,50,0,102,
WELC,2017,2,-1,13,50,0,102,
WELC,2017,2,-1,13,50,0,102,
WELC,2017,2,-1,13,50,0,102,
WELC,2017,2,-1,13,50,0,102,
WELC,2017,2,-1,13,50,1,102,
WELC,2017,2,-1,13,50,1,102,
WELC,2017,2,-1,13,50,1,102,
WELC,2017,2,-1,13,50,1,102,
WELC,2017,2,-1,13,50,0,102,
WELC,2017,2,-1,13,50,0,102,
WELC,2017,2,-1,13,50,1,102,
WELC,2017,2,-1,13,50,1,102,
WELC,2017,2,-1,13,50,0,102,
WELC,2017,2,-1,13,50,0,102,
WELC,2017,2,-1,13,50,0,102,
WELC,2017,2,-1,13,50,0,102,
WELC,2017,2,-1,13,50,0,102,
WELC,2017,2,-1,13,25,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,1,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,5,50,0,102,
WELC,2017,2,-1,36,50,1,102,
WELC,2017,2,-1,36,50,0,102,
WELC,2017,2,-1,36,50,0,102,
WELC,2017,2,-1,36,50,0,102,
WELC,2017,2,-1,36,50,0,102,
WELC,2017,2,-1,10,50,1,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,2,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,1,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,2,102,
WELC,2017,2,-1,10,50,1,102,
WELC,2017,2,-1,10,50,1,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,1,102,
WELC,2017,2,-1,10,50,0,102,
WELC,2017,2,-1,10,50,1,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,-1,3,50,1,102,
WELC,2017,2,-1,3,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,1,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,30,0,102,
WELC,2017,2,0,33,50,0,102,
WELC,2017,2,0,33,50,0,102,
WELC,2017,2,0,33,50,0,102,
WELC,2017,2,0,33,50,0,102,
WELC,2017,2,0,33,50,0,102,
WELC,2017,2,0,33,50,0,102,
WELC,2017,2,0,33,50,0,102,
WELC,2017,2,0,33,50,0,102,
WELC,2017,2,0,33,50,0,102,
WELC,2017,2,0,33,50,0,102,
WELC,2017,2,0,33,50,0,102,
WELC,2017,2,0,33,50,0,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,24,50,0,102,
WELC,2017,2,0,24,50,0,102,
WELC,2017,2,0,24,50,0,102,
WELC,2017,2,0,24,50,1,102,
WELC,2017,2,0,24,50,0,102,
WELC,2017,2,0,13,50,0,102,
WELC,2017,2,0,13,50,0,102,
WELC,2017,2,0,13,50,1,102,
WELC,2017,2,0,13,50,0,102,
WELC,2017,2,0,13,50,0,102,
WELC,2017,2,0,13,50,0,102,
WELC,2017,2,0,13,50,0,102,
WELC,2017,2,0,13,50,0,102,
WELC,2017,2,0,13,50,0,102,
WELC,2017,2,0,13,50,0,102,
WELC,2017,2,0,13,25,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,1,102,
WELC,2017,2,0,10,50,1,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,1,102,
WELC,2017,2,0,36,50,0,102,
WELC,2017,2,0,36,50,1,102,
WELC,2017,2,0,36,50,0,102,
WELC,2017,2,0,36,50,0,102,
WELC,2017,2,0,36,50,1,102,
WELC,2017,2,0,36,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,1,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,1,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,1,102,
WELC,2017,2,0,5,50,2,102,
WELC,2017,2,0,5,50,2,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,1,102,
WELC,2017,2,0,5,50,1,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,1,102,
WELC,2017,2,0,5,50,1,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,0,102,
WELC,2017,2,0,5,50,1,102,
WELC,2017,2,0,5,50,1,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,1,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,1,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,1,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,2,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,0,102,
WELC,2017,2,0,35,50,1,102,
WELC,2017,2,0,10,50,1,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,1,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,1,102,
WELC,2017,2,0,10,50,1,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,2,102,
WELC,2017,2,0,10,50,0,102,
WELC,2017,2,0,10,50,1,102,
WELC,2017,2,0,10,50,1,102,
WELC,2017,2,0,10,50,1,102,
WELC,2017,2,0,1,50,1,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,1,102,
WELC,2017,2,0,1,50,1,102,
WELC,2017,2,0,1,50,1,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,1,102,
WELC,2017,2,0,1,50,1,102,
WELC,2017,2,0,1,50,2,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,1,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,1,102,
WELC,2017,2,0,1,50,2,102,
WELC,2017,2,0,1,50,0,102,
WELC,2017,2,0,1,50,1,102,
WELC,2017,2,0,1,50,1,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,1,102,
WELC,2017,2,0,22,50,1,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,2,102,
WELC,2017,2,0,22,50,1,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,1,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,1,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,22,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,1,102,
WELC,2017,2,0,3,50,1,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,2,102,
WELC,2017,2,0,3,50,1,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,1,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,0,3,50,0,102,
WELC,2017,2,1,3,50,0,102,
WELC,2017,2,1,3,50,0,102,
WELC,2017,2,1,3,50,0,102,
WELC,2017,2,1,3,50,0,102,
WELC,2017,2,1,3,50,0,102,
WELC,2017,2,1,3,50,0,102,
WELC,2017,2,1,3,50,0,102,
WELC,2017,2,1,3,50,1,102,
WELC,2017,2,1,3,50,0,102,
WELC,2017,2,1,3,50,0,102,
WELC,2017,2,1,3,50,0,102,
WELC,2017,2,1,3,50,0,102,
WELC,2017,2,1,3,50,0,102,
WELC,2017,2,1,34,50,0,102,
WELC,2017,2,1,34,50,0,102,
WELC,2017,2,1,34,50,0,102,
WELC,2017,2,1,34,50,0,102,
WELC,2017,2,1,34,50,0,102,
WELC,2017,2,1,34,50,0,102,
WELC,2017,2,1,34,50,1,102,
WELC,2017,2,1,34,50,0,102,
WELC,2017,2,1,34,50,2,102,
WELC,2017,2,1,13,50,0,102,
WELC,2017,2,1,13,50,0,102,
WELC,2017,2,1,13,50,1,102,
WELC,2017,2,1,13,50,0,102,
WELC,2017,2,1,13,50,0,102,
WELC,2017,2,1,13,50,0,102,
WELC,2017,2,1,13,50,0,102,
WELC,2017,2,1,13,50,0,102,
WELC,2017,2,1,13,50,0,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,2,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,36,50,1,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,1,102,
WELC,2017,2,1,36,50,1,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,38,50,3,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,2,102,
WELC,2017,2,1,38,50,1,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,0,102,
WELC,2017,2,1,38,50,2,102,
WELC,2017,2,1,36,50,1,102,
WELC,2017,2,1,36,50,1,102,
WELC,2017,2,1,36,50,1,102,
WELC,2017,2,1,36,50,1,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,1,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,36,50,0,102,
WELC,2017,2,1,39,50,0,102,
